gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex
PCDHGB6	chr5	141408021	141512975	141408020	141408070	+	10.1835175541266
FOXRED1	chr11	126269024	126278131	126273913	126273963	+	0.0
TXNDC9	chr2	99318982	99340702	99336306	99336356	-	409.358191491825
SLC6A2	chr16	55655988	55707645	55656617	55656667	+	0.0
FDXR	chr17	74862497	74873031	74872973	74873023	-	152.84883423222098
RPL41	chr12	56116590	56117967	56116589	56116639	+	90.7870197042418
MTUS2	chr13	28820339	29505947	29496415	29496450	+	0.0
TMEM74B	chr20	1180561	1185415	1184423	1184473	-	0.096070920321949
YPEL4	chr11	57645087	57649944	57649888	57649938	-	0.0
MLLT3	chr9	20341669	20622499	20622468	20622518	-	7.10924810382423
PPIL6	chr6	109390215	109441171	109440573	109440623	-	2.97819852998042
LUC7L3	chr17	50719565	50756219	50719596	50719646	+	1698.53387129206
RP1	chr8	54509422	54871720	54616066	54616116	+	0.0
GHRHR	chr7	30938669	30993254	30970979	30971029	+	0.0
MOXD1	chr6	132296055	132401475	132375015	132375065	-	0.0
HBG1	chr11	5248269	5249857	5249786	5249836	-	0.0
ARMC1	chr8	65602458	65634217	65634140	65634190	-	128.831104151734
CASP4	chr11	104942866	104969366	104968531	104968581	-	0.0
RNF141	chr11	10511673	10541230	10541167	10541217	-	129.695742434631
LRRC24	chr8	144522388	144527033	144526982	144527032	-	1.05678012354144
MPPED1	chr22	43411196	43507848	43416454	43416504	+	0.0
OR52E5	chr11	5893208	5902730	5900776	5900826	+	0.0
AFG3L2	chr18	12328944	12377227	12377264	12377314	-	12.1049359605656
SDC1	chr2	20200797	20225433	20224230	20224280	-	0.096070920321949
ST6GALNAC1	chr17	76624761	76643786	76643736	76643786	-	0.0
CD82	chr11	44564427	44620358	44604427	44604477	+	0.0
SPIN1	chr9	88388430	88478694	88388418	88388468	+	72.43747392274959
PIWIL1	chr12	130337887	130372637	130338135	130338185	+	0.0
SNRPB2	chr20	16729961	16742564	16730028	16730078	+	393.60256055902494
PLEKHF2	chr8	95133785	95156685	95134075	95134125	+	0.0
PKMYT1	chr16	2968024	2980479	2980429	2980479	-	31.4151909452773
OR2W1	chr6	29040820	29041847	29045190	29045240	-	0.0
ZNF286A-TBC1D26	chr17	15699552	15745940	15699740	15699777	+	66.2408995619839
FAM24A	chr10	122910610	122913111	122910700	122910750	+	0.0
AMZ2	chr17	68205481	68257712	68248042	68248086	+	37.5637298458821
PLAAT4	chr11	63536808	63546462	63536820	63536870	+	0.096070920321949
MYLK3	chr16	46702282	46790407	46711740	46711790	-	0.0
OR3A1	chr17	3291017	3298360	3292550	3292600	-	0.0
C1QTNF3-AMACR	chr5	33987174	34124528	34124478	34124528	-	0.096070920321949
MYH3	chr17	10628526	10657309	10657288	10657309	-	0.0
ADCYAP1R1	chr7	31052308	31111479	31056930	31056980	+	0.096070920321949
ATG4B	chr2	241637213	241673857	241637661	241637711	+	179.55655008172295
ZNF516	chr18	76357682	76495242	76490729	76490779	-	0.0
TAF1C	chr16	84177847	84187070	84187013	84187063	-	383.8993976065081
UBTD2	chr5	172209646	172283764	172284021	172284071	-	4.99568785674135
CALD1	chr7	134744252	134970729	134779419	134779469	+	3.4585531315901603
DGKB	chr7	14145049	14974777	14736119	14736169	-	0.0
UBAC1	chr9	135932969	135961373	135945623	135945673	-	0.0
SPEG	chr2	219434843	219493629	219461221	219461271	+	0.096070920321949
MCM10	chr10	13161558	13211110	13198762	13198807	+	0.096070920321949
TCN2	chr22	30607003	30627271	30607151	30607201	+	337.881426772295
TMEM245	chr9	109015135	109119947	109087243	109087293	-	0.96070920321949
PDGFRB	chr5	150113839	150155872	150155822	150155872	-	11.0481558370241
OR5B21	chr11	58506807	58508105	58508055	58508105	-	0.0
NCOA3	chr20	47501887	47656877	47622957	47623007	+	0.0
KCNA4	chr11	30009730	30017030	30016973	30017023	-	0.0
CACNA1D	chr3	53328963	53813733	53494655	53494705	+	0.096070920321949
BMPR2	chr2	202376327	202567751	202464825	202464875	+	0.672496442253643
IKZF2	chr2	212999691	213152427	213151559	213151609	-	4.03497865352186
CCDC80	chr3	112596797	112649530	112610230	112610280	-	0.0
IMP4	chr2	130342877	130347967	130345641	130345691	+	0.480354601609745
GPR183	chr13	99294539	99307399	99307355	99307405	-	0.0
TSTD2	chr9	97600080	97633368	97617802	97617852	-	0.0
TMPRSS11B	chr4	68226653	68245694	68229628	68229678	-	0.0
OTUD1	chr10	23439075	23442377	23439457	23439507	+	0.288212760965847
PHYH	chr10	13277796	13302412	13299499	13299549	-	0.672496442253643
TMEM229A	chr7	124030921	124033067	124032973	124033023	-	0.096070920321949
ZNF774	chr15	90352284	90369146	90352302	90352352	+	0.96070920321949
ZBTB43	chr9	126805006	126838210	126836219	126836269	+	0.0
OR51E1	chr11	4643420	4655488	4652485	4652535	+	0.0
OR52N1	chr11	5786471	5791265	5788766	5788816	-	0.0
TIGD6	chr5	149993118	150000654	150000604	150000654	-	3.84283681287796
TXNRD2	chr22	19875517	19941820	19915764	19915789	-	0.0
MZT1	chr13	72708367	72727629	72727637	72727687	-	178.691911798825
ERFE	chr2	238158970	238168900	238164332	238164360	+	0.0
JAKMIP1	chr4	6026199	6200591	6150458	6150508	-	0.0
HEATR9	chr17	35854946	35868891	35868841	35868891	-	0.0
IFTAP	chr11	36594369	36675695	36594500	36594550	+	375.829440299465
CREB5	chr7	28299321	28825894	28570437	28570487	+	0.0
FBXO10	chr9	37510892	37576380	37525107	37525157	-	0.0
TMPRSS3	chr21	42371887	42396091	42383701	42383751	-	0.0
RIN1	chr11	66330241	66336840	66336386	66336436	-	5.379971538029151
MMP13	chr11	102942995	102955732	102955684	102955734	-	0.0
GSTT2B	chr22	23957418	23961206	23961136	23961186	-	0.0
KCTD19	chr16	67289428	67326760	67326713	67326763	-	0.0
HELZ2	chr20	63558086	63574239	63568555	63568605	-	0.0
NTAN1	chr16	15040743	15058977	15056029	15056079	-	2.59391484869262
GPN3	chr12	110452486	110469268	110469218	110469268	-	0.096070920321949
SCAF4	chr21	31671000	31732118	31731918	31731968	-	3.4585531315901603
TYW1B	chr7	72558744	72828200	72828136	72828186	-	12.1049359605656
ACSS3	chr12	80936414	81261210	81151650	81151700	+	0.0
PAH	chr12	102836889	102958410	102950818	102950868	-	0.0
RSPO4	chr20	958452	1002311	1002214	1002264	-	0.480354601609745
CPB2	chr13	46053186	46105033	46105026	46105076	-	0.0
EFNA5	chr5	107376894	107670937	107388503	107388553	-	0.0
GOLGA8K	chr15	32389599	32403292	32403242	32403292	-	0.0
PEBP1	chr12	118136124	118145584	118139016	118139066	+	0.0
RBM7	chr11	114400030	114414203	114400665	114400715	+	25.6509357259604
GPR17	chr2	127645864	127652639	127646171	127646221	+	0.0
KRTAP20-4	chr21	30620627	30620850	30620626	30620676	+	0.0
GOLGA6L22	chr15	22461390	22471066	22459122	22459172	+	0.0
TET3	chr2	73984910	74108176	74002712	74002762	+	1.92141840643898
C3orf38	chr3	88149959	88168729	88156888	88156938	+	0.0
SLC35G2	chr3	136818647	136855888	136819083	136819133	+	8.550311908653459
WDR38	chr9	124853417	124857890	124853416	124853466	+	0.0
TIPARP	chr3	156673235	156706770	156676663	156676694	+	0.0
TMEM243	chr7	87196160	87220587	87219683	87219733	-	0.288212760965847
PPP1R2	chr3	195514428	195543386	195543336	195543386	-	64.5596584563498
PHACTR2	chr6	143536845	143831185	143536844	143536894	+	0.096070920321949
FAM71F1	chr7	128709061	128731743	128715388	128715438	+	0.0
TFAP2B	chr6	50818723	50847619	50821784	50821834	+	0.0
PGR	chr11	101029624	101129813	101129763	101129813	-	0.0
TGM6	chr20	2380901	2432753	2394451	2394501	+	0.0
PDIA4	chr7	149003062	149028662	149028418	149028468	-	25.1705811243506
C4orf54	chr4	99636529	99657828	99654598	99654648	-	0.0
ALG10B	chr12	38316762	38329721	38316761	38316811	+	1.92141840643898
TNXB	chr6	32041153	32115334	32046078	32046128	-	0.0
ARHGAP17	chr16	24919389	25015666	24943792	24943842	-	0.096070920321949
CFB	chr6	31945650	31952084	31948955	31948961	+	0.0
VPS28	chr8	144423600	144428562	144426948	144426998	-	0.0
SMIM27	chr9	32551144	32568621	32552328	32552378	+	44.9611907106721
LETM2	chr8	38386207	38409527	38400882	38400932	+	0.0
HLA-F	chr6	29720222	29735978	29725053	29725103	+	0.0
REV1	chr2	99400475	99490035	99403380	99403430	-	0.0
IMPACT	chr18	24426634	24453531	24426646	24426696	+	12.7774324028192
GCGR	chr17	81804132	81814008	81805086	81805136	+	0.0
ARHGEF7	chr13	111114559	111305737	111153646	111153696	+	147.276720853548
ZNF736	chr7	64307459	64356634	64310058	64310108	+	0.0
LRCOL1	chr12	132603150	132610582	132610401	132610451	-	0.0
WDR72	chr15	53513741	53762878	53759334	53759384	-	0.0
RFNG	chr17	82047902	82051831	82050709	82050759	-	0.0
PKHD1	chr6	51615299	52087613	52087575	52087625	-	0.0
GRM6	chr5	178977587	178996206	178996156	178996206	-	0.0
GCA	chr2	162318840	162371595	162344134	162344184	+	24.402013761775105
NPPC	chr2	231921809	231926396	231926353	231926403	-	0.96070920321949
ZRANB1	chr10	124942123	124988189	124981410	124981460	+	0.0
RAD51AP1	chr12	4538798	4560047	4538868	4538918	+	258.238633825399
ENDOG	chr9	128818500	128822676	128818473	128818523	+	35.1619568378333
PCIF1	chr20	45934683	45948023	45945006	45945030	+	0.0
ZNF519	chr18	14057457	14132490	14106389	14106439	-	0.0
ST3GAL5	chr2	85837120	85905199	85888936	85888986	-	0.096070920321949
C20orf203	chr20	32631625	32673941	32673891	32673941	-	0.0
ANKRD17	chr4	73073376	73258798	73153885	73153935	-	0.0
AKAP9	chr7	91940840	92110673	91940866	91940916	+	193.294691687761
RIOK1	chr6	7389793	7418037	7410377	7410427	+	0.096070920321949
NUP93	chr16	56730118	56850286	56781828	56781878	+	1.2489219641853402
TFAM	chr10	58385345	58399220	58385433	58385483	+	66.8173250839155
CENPK	chr5	65517766	65563168	65563121	65563171	-	386.012957853591
TOMM70	chr3	100363431	100401089	100381722	100381772	-	0.096070920321949
LIX1	chr5	97091867	97142753	97142703	97142753	-	0.096070920321949
SNN	chr16	11668455	11679152	11668413	11668463	+	33.8169639533261
MT4	chr16	56565073	56568957	56565048	56565098	+	0.0
CCR5	chr3	46370946	46376206	46370853	46370903	+	0.0
CDH2	chr18	27932879	28177946	28036535	28036585	-	0.0
ANKRD37	chr4	185396021	185400628	185396810	185396860	+	5.379971538029151
HHEX	chr10	92689955	92695647	92691819	92691869	+	0.0
RETREG1	chr5	16473038	16617101	16617008	16617058	-	0.096070920321949
UBB	chr17	16380798	16382745	16381464	16381514	+	0.0
MEGF10	chr5	127290796	127465737	127447627	127447677	+	0.0
KMT2E	chr7	104940943	105115019	105038125	105038175	+	0.096070920321949
ELOVL5	chr6	53267398	53349179	53349129	53349179	-	0.480354601609745
LZTS3	chr20	3162617	3173549	3173542	3173592	-	24.1138010008092
CCDC127	chr5	196868	218153	218165	218215	-	6.43675166157058
OVCH2	chr11	7689437	7706477	7706344	7706394	-	0.0
DUOX2	chr15	45092650	45114172	45113404	45113454	-	0.0
FAM228A	chr2	24175053	24200849	24175102	24175152	+	0.0
MAFK	chr7	1530702	1543043	1530713	1530763	+	0.096070920321949
NR1H3	chr11	47248300	47269033	47258879	47258929	+	0.0
CD207	chr2	70830211	70835816	70835772	70835822	-	0.0
TAS2R60	chr7	143443453	143444409	143443452	143443502	+	0.0
TMEM198	chr2	219543663	219550595	219544022	219544072	+	12.7774324028192
SPINDOC	chr11	63813456	63827716	63818594	63818644	+	0.096070920321949
EPX	chr17	58192726	58205174	58192736	58192786	+	0.0
ZNF487	chr10	43436841	43483181	43436840	43436890	+	2.59391484869262
RALGPS1	chr9	126914774	127223166	126914773	126914823	+	5.86032613963889
IAPP	chr12	21354959	21379980	21372918	21372968	+	0.0
TOX3	chr16	52436417	52547802	52546790	52546840	-	0.0
TNFSF13B	chr13	108251240	108308484	108303305	108303355	+	0.0
SPNS3	chr17	4433940	4488208	4433962	4434012	+	0.0
FEZF1	chr7	122301303	122310691	122304449	122304499	-	0.0
TP53BP1	chr15	43403061	43510728	43455974	43456024	-	0.0
KRT17	chr17	41619442	41624842	41624792	41624842	-	0.0
ZDHHC12	chr9	128720870	128724127	128724077	128724127	-	52.2625806551403
PRKCQ	chr10	6427143	6580301	6580251	6580301	-	7.87781546639982
MPO	chr17	58269855	58280935	58278069	58278119	-	0.0
NDUFAF1	chr15	41387218	41409403	41402409	41402459	-	1.53713472515118
TUBB2B	chr6	3223324	3231730	3231680	3231730	-	0.096070920321949
PCDH20	chr13	61409685	61415522	61415472	61415522	-	0.0
SMARCD3	chr7	151238764	151277896	151275202	151275252	-	0.0
GORASP2	chr2	170928464	170967130	170953817	170953867	+	0.0
RNF224	chr9	137227502	137229640	137227270	137227320	+	0.0
PTP4A3	chr8	141391991	141438356	141392020	141392070	+	26.035219407248203
CARTPT	chr5	71719275	71721048	71719578	71719628	+	0.0
LETM1	chr4	1811479	1856156	1822592	1822642	-	0.0
RAD51D	chr17	35092221	35121522	35119763	35119813	-	2.6899857690145703
INO80E	chr16	29995715	30005793	29996209	29996259	+	144.106380482924
HEXIM1	chr17	45148475	45152099	45148501	45148551	+	6.24460982092669
TRMT61B	chr2	28849821	28870309	28861440	28861490	-	0.480354601609745
ZNF511	chr10	133308914	133313162	133308940	133308990	+	18.0613330205264
ACADVL	chr17	7217125	7225266	7223924	7223974	+	0.288212760965847
BLOC1S5	chr6	8013567	8064396	8064346	8064396	-	107.119076158973
XPNPEP3	chr22	40857077	40932815	40862265	40862315	+	0.0
LIMS4	chr2	110445883	110473075	110472884	110472934	-	0.0
OTOF	chr2	26457203	26558756	26558628	26558678	-	0.0
OR9Q2	chr11	58189070	58194053	58190433	58190483	+	0.0
DQX1	chr2	74518131	74526281	74526231	74526281	-	7.397460864790079
RBL2	chr16	53433977	53491648	53445780	53445830	+	0.096070920321949
RBP3	chr10	47348363	47357881	47348370	47348420	+	0.0
DNLZ	chr9	136359480	136363744	136363739	136363789	-	1.05678012354144
CCDC78	chr16	722582	726954	726406	726456	-	0.096070920321949
CCNH	chr5	87318416	87412930	87404900	87404950	-	0.96070920321949
PXDN	chr2	1631887	1744852	1744456	1744506	-	12.2970778012095
CAVIN1	chr17	42402449	42423256	42423467	42423517	-	0.0
TFAP2D	chr6	50713526	50773033	50718041	50718091	+	0.0
OXER1	chr2	42762481	42764261	42764211	42764261	-	0.0
S100P	chr4	6693878	6697170	6693877	6693912	+	0.0
SLX9	chr21	44940012	44976989	44958245	44958295	+	0.0
NPIPA7	chr16	16379055	16393954	16390833	16390874	+	0.0
CDO1	chr5	115804733	115816659	115814431	115814481	-	0.096070920321949
DEFB131B	chr11	71878453	71884561	71878452	71878502	+	0.0
VXN	chr8	66493520	66518524	66494543	66494593	+	0.0
CCAR1	chr10	68721012	68792377	68773058	68773099	+	10.5678012354144
DGAT1	chr8	144314584	144326910	144326624	144326674	-	0.96070920321949
CLUL1	chr18	596988	650334	598390	598440	+	0.0
VIRMA	chr8	94487689	94553529	94553473	94553523	-	0.288212760965847
ERBB3	chr12	56076799	56103505	56080136	56080186	+	12.2970778012095
NACC2	chr9	136006537	136095289	136095235	136095285	-	2.11356024708288
ARL9	chr4	56505209	56524959	56505342	56505392	+	0.0
FAM107A	chr3	58564117	58627610	58587063	58587113	-	0.0
SYNPR	chr3	63228315	63616924	63443327	63443377	+	0.0
THSD7B	chr2	136765545	137677718	136765544	136765594	+	0.672496442253643
GALNT12	chr9	98807670	98850081	98837074	98837124	+	0.096070920321949
UBFD1	chr16	23557721	23574389	23557720	23557745	+	6.62889350221448
BBS5	chr2	169479480	169506655	169479479	169479529	+	0.480354601609745
ARHGAP11A	chr15	32615144	32639941	32615489	32615539	+	203.670351082532
DLEU7	chr13	50519364	50843939	50715433	50715483	-	0.0
CXCR2	chr2	218125289	218137251	218126018	218126068	+	0.0
FER	chr5	108747841	109196841	109177516	109177566	+	0.0
CAMKMT	chr2	44361947	44772592	44372747	44372797	+	0.0
CCDC91	chr12	28133249	28581511	28257199	28257245	+	0.0
HS3ST2	chr16	22814162	22916338	22814496	22814546	+	0.0
ADRM1	chr20	62302093	62308862	62304158	62304208	+	0.0
SHC3	chr9	89005771	89178818	89178717	89178767	-	1.05678012354144
EIF3CL	chr16	28379579	28403841	28403791	28403841	-	0.096070920321949
POP5	chr12	120578764	120581402	120581348	120581398	-	195.023968253557
SMIM22	chr16	4788397	4796491	4788412	4788462	+	0.0
GFUS	chr8	143612618	143618048	143614335	143614385	-	0.0
TMEM87B	chr2	112055269	112119318	112055222	112055272	+	18.6377585424581
OR51G1	chr11	4923374	4924339	4924357	4924407	-	0.0
STAG3	chr7	100177563	100221488	100197473	100197523	+	0.0
TMEM86A	chr11	18693122	18704785	18698790	18698840	+	1.2489219641853402
ARID3C	chr9	34621074	34629045	34628057	34628107	-	0.0
NDUFV3	chr21	42879644	42913304	42893267	42893317	+	193.582904448727
LSM1	chr8	38163335	38176730	38176680	38176730	-	34.10517671429189
LEAP2	chr5	132873444	132875046	132873443	132873493	+	0.0
CCL4	chr17	36103979	36106010	36103840	36103890	+	0.0
C5orf58	chr5	170232447	170252575	170232446	170232496	+	0.0
MRE11	chr11	94415570	94493885	94493799	94493849	-	148.909926499021
CYP27C1	chr2	127183832	127220313	127220028	127220078	-	0.480354601609745
SH3BP2	chr4	2793071	2841098	2812289	2812339	+	0.480354601609745
CAPN15	chr16	527712	554636	527822	527872	+	1.05678012354144
TELO2	chr16	1493344	1510457	1505440	1505490	+	1.7292765657950802
B3GNT6	chr11	77034398	77041973	77034397	77034447	+	0.0
CDC16	chr13	114234887	114272723	114244561	114244611	+	0.0
TSTD3	chr6	99520976	99589899	99587610	99587660	+	0.0
PUS3	chr11	125893485	125903221	125903171	125903221	-	291.190959495827
NAAA	chr4	75913660	75941013	75940210	75940260	-	0.480354601609745
TSSK1B	chr5	113432553	113434989	113434981	113435031	-	0.0
DNTT	chr10	96304409	96338564	96304408	96304458	+	0.0
PCYT2	chr17	81900958	81911432	81911382	81911432	-	62.061814527979095
ZSCAN32	chr16	3382081	3401065	3400963	3401013	-	56.8739848305938
GRB10	chr7	50590063	50793462	50607018	50607068	-	0.0
MAP4K2	chr11	64784918	64803241	64803177	64803227	-	6.43675166157058
HACE1	chr6	104728094	104859919	104785148	104785198	-	0.480354601609745
KLHL40	chr3	42685537	42692544	42685518	42685568	+	0.0
SAT2	chr17	7626234	7627876	7627819	7627869	-	26.035219407248203
GPAT2	chr2	96021946	96039451	96034877	96034927	-	0.0
IGFBPL1	chr9	38406528	38424454	38424397	38424447	-	1.7292765657950802
SLC25A10	chr17	81712236	81721016	81712263	81712313	+	6.43675166157058
JPH2	chr20	44106590	44187188	44187043	44187093	-	0.672496442253643
TMEM255B	chr13	113760262	113760337	113766163	113766213	+	0.0
STAM2	chr2	152116801	152175763	152175699	152175749	-	77.8174454607787
RAB12	chr18	8609437	8639383	8632858	8632908	+	0.288212760965847
ZNF500	chr16	4748239	4767624	4767166	4767216	-	2.59391484869262
TRIP6	chr7	100867387	100873454	100867497	100867547	+	0.288212760965847
TBC1D4	chr13	75283503	75482169	75316502	75316552	-	0.0
RHOF	chr12	121777754	121803403	121803353	121803403	-	0.0
LSAMP	chr3	115802363	117139389	116086511	116086561	-	0.0
TMEM214	chr2	27032910	27041694	27039360	27039410	+	0.0
SLC16A5	chr17	75087727	75106162	75087940	75087990	+	16.7163401360191
CERS5	chr12	50129289	50167533	50137766	50137816	-	0.096070920321949
HELZ	chr17	67070444	67245989	67245147	67245187	-	86.31972190927121
SHB	chr9	37915898	38069227	38069161	38069211	-	0.0
ARHGEF5	chr7	144355288	144380632	144366132	144366182	+	0.0
CDX1	chr5	150166778	150184558	150166794	150166844	+	0.0
NOBOX	chr7	144397240	144410227	144410177	144410227	-	0.0
ERICH6B	chr13	45534522	45615739	45555429	45555467	-	0.0
PRDM6	chr5	123089241	123194266	123089120	123089170	+	0.0
SOCS5	chr2	46698952	46780245	46699186	46699236	+	2.59391484869262
TNFRSF10A	chr8	23190452	23225102	23225076	23225126	-	97.4639486666173
ZNRF1	chr16	74999024	75110994	75104783	75104833	+	0.480354601609745
HS3ST3A1	chr17	13494032	13601929	13601877	13601927	-	0.672496442253643
CHRNA6	chr8	42752620	42796392	42768598	42768648	-	0.0
DLC1	chr8	13083361	13604610	13096028	13096078	-	0.0
MSH6	chr2	47695530	47810063	47783169	47783219	+	634.548428726473
RDH5	chr12	55720367	55724705	55720392	55720442	+	0.096070920321949
HHATL	chr3	42692663	42702824	42693913	42693963	-	0.0
YEATS4	chr12	69359710	69390870	69359709	69359759	+	32.8562547501066
CALCA	chr11	14966668	14972351	14972304	14972354	-	1.2489219641853402
NXPH3	chr17	49575871	49583827	49575857	49575907	+	1.2489219641853402
BVES	chr6	105096822	105137157	105137124	105137174	-	0.288212760965847
RAG2	chr11	36575574	36598279	36598229	36598279	-	0.0
TEX29	chr13	111316184	111344249	111316183	111316233	+	0.0
ADGRG7	chr3	100609601	100695479	100654195	100654245	+	0.0
SURF4	chr9	133361450	133376166	133375993	133376043	-	7.589602705433969
SERP1	chr3	150541998	150603228	150546451	150546501	-	61.7736017670132
KRT6B	chr12	52446651	52452146	52452076	52452126	-	0.0
METTL2A	chr17	62423875	62453385	62434860	62434910	+	0.0
FER1L6	chr8	123851987	124120061	123851986	123852036	+	0.0
CCT7	chr2	73233420	73253021	73233444	73233494	+	0.0
MAS1L	chr6	29486298	29487434	29487906	29487956	-	0.0
ADPGK	chr15	72751294	72785846	72756250	72756267	-	0.0
