gene_name	chr	gene_start	gene_end	strand	TSS_start	TSS_end	gex	gex_rank	gex_group	gene_length	gene_center	TSS_center
ARHGAP27	chr17	45393920	45434353	-	45395858	45395908	0.0	0.2901314173421763	gex=0	40434	45414136	45395883
COL18A1	chr21	45405165	45513720	+	45506018	45506068	0.0	0.2901314173421763	gex=0	108556	45459442	45506043
MARK4	chr19	45079288	45305284	+	45262990	45263040	0.0	0.2901314173421763	gex=0	225997	45192286	45263015
IZUMO1	chr19	48740852	48746909	-	48746130	48746180	0.0	0.2901314173421763	gex=0	6058	48743880	48746155
STEAP1B	chr7	22419444	22727613	-	22500151	22500498	0.0	0.2901314173421763	gex=0	308170	22573528	22500324
PPFIBP2	chr11	7513298	7657127	+	7538276	7538326	0.0	0.2901314173421763	gex=0	143830	7585212	7538301
USP35	chr11	78188812	78215232	+	78207236	78207286	0.0	0.2901314173421763	gex=0	26421	78202022	78207261
KLHL2	chr4	165207561	165323156	+	165220000	165220050	0.0	0.2901314173421763	gex=0	115596	165265358	165220025
ZEB2	chr2	144364364	144521057	-	144517847	144517897	0.0	0.2901314173421763	gex=0	156694	144442710	144517872
ACMSD	chr2	134838616	134902034	+	134838617	134838667	0.0	0.2901314173421763	gex=0	63419	134870325	134838642
CDC14C	chr7	48924547	48927454	+	48919764	48919814	0.0	0.2901314173421763	gex=0	2908	48926000	48919789
RAD1	chr5	34905260	34918989	-	34918939	34918989	0.0	0.2901314173421763	gex=0	13730	34912124	34918964
NLRP2	chr19	54970903	55006759	+	54986205	54986255	0.0	0.2901314173421763	gex=0	35857	54988831	54986230
P3H4	chr17	41801947	41812604	-	41812553	41812603	0.0	0.2901314173421763	gex=0	10658	41807275	41812578
CLPB	chr11	72285495	72434680	-	72430395	72430445	0.0	0.2901314173421763	gex=0	149186	72360087	72430420
HIF1A	chr14	61695513	61748259	+	61745604	61745654	0.0	0.2901314173421763	gex=0	52747	61721886	61745629
BSX	chr11	122977570	122981834	-	122981670	122981720	0.0	0.2901314173421763	gex=0	4265	122979702	122981695
UBTFL1	chr11	90085950	90087131	+	90085949	90085999	0.0	0.2901314173421763	gex=0	1182	90086540	90085974
CHN1	chr2	174798809	175005381	-	175005169	175005226	0.0	0.2901314173421763	gex=0	206573	174902095	175005197
KRTAP10-10	chr21	44637356	44638455	+	44637355	44637405	0.0	0.2901314173421763	gex=0	1100	44637905	44637380
SLC25A37	chr8	23528956	23575463	+	23566775	23566825	0.0	0.2901314173421763	gex=0	46508	23552209	23566800
PIDD1	chr11	799179	809753	-	804625	804675	0.0	0.2901314173421763	gex=0	10575	804466	804650
TMEM190	chr19	55376826	55378246	+	55376835	55376885	0.0	0.2901314173421763	gex=0	1421	55377536	55376860
NKX2-1	chr14	36516392	36521149	-	36521099	36521149	0.0	0.2901314173421763	gex=0	4758	36518770	36521124
CYP8B1	chr3	42856005	42875898	-	42875848	42875898	0.0	0.2901314173421763	gex=0	19894	42865951	42875873
LINC01556	chr6	28943865	28944525	+	28943876	28943926	0.0	0.2901314173421763	gex=0	661	28944195	28943901
CNGA1	chr4	47935977	48016681	-	48012894	48012944	0.0	0.2901314173421763	gex=0	80705	47976329	48012919
MESP2	chr15	89760591	89778754	+	89776357	89776407	0.0	0.2901314173421763	gex=0	18164	89769672	89776382
TREML4	chr6	41228339	41238882	+	41228338	41228388	0.0	0.2901314173421763	gex=0	10544	41233610	41228363
RPS6KA4	chr11	64359148	64372215	+	64360989	64361039	0.0	0.2901314173421763	gex=0	13068	64365681	64361014
MPHOSPH8	chr13	19633659	19673441	+	19646753	19646803	0.0	0.2901314173421763	gex=0	39783	19653550	19646778
OR5K1	chr3	98463201	98472924	+	98469479	98469529	0.0	0.2901314173421763	gex=0	9724	98468062	98469504
MUC5B	chr11	1223066	1262172	+	1223065	1223115	0.0	0.2901314173421763	gex=0	39107	1242619	1223090
PMEL	chr12	55954105	55973317	-	55965976	55966042	0.0	0.2901314173421763	gex=0	19213	55963711	55966009
FPR1	chr19	51745172	51804110	-	51751859	51751909	0.0	0.2901314173421763	gex=0	58939	51774641	51751884
NUP54	chr4	76114659	76148444	-	76130801	76130851	0.0	0.2901314173421763	gex=0	33786	76131551	76130826
CYLC2	chr9	102995311	103018488	+	102995310	102995360	0.0	0.2901314173421763	gex=0	23178	103006899	102995335
ELOA2	chr18	47032527	47035621	-	47035571	47035621	0.0	0.2901314173421763	gex=0	3095	47034074	47035596
GAB1	chr4	143336762	143474568	+	143438256	143438306	0.0	0.2901314173421763	gex=0	137807	143405665	143438281
OR51T1	chr11	4881819	4882883	+	4881899	4881949	0.0	0.2901314173421763	gex=0	1065	4882351	4881924
SPATA12	chr3	57060664	57075432	+	57060440	57060490	0.0	0.2901314173421763	gex=0	14769	57068048	57060465
OR8K5	chr11	56159394	56160317	-	56160267	56160317	0.0	0.2901314173421763	gex=0	924	56159855	56160292
DYDC2	chr10	80344745	80368073	+	80356296	80356346	0.0	0.2901314173421763	gex=0	23329	80356409	80356321
SRSF6	chr20	43457893	43466046	+	43457927	43457977	0.0	0.2901314173421763	gex=0	8154	43461969	43457952
SCARA3	chr8	27633868	27676776	+	27633867	27633917	0.0	0.2901314173421763	gex=0	42909	27655322	27633892
EGR3	chr8	22687659	22693480	-	22692667	22692717	0.0	0.2901314173421763	gex=0	5822	22690569	22692692
PATE1	chr11	125746279	125749867	+	125746292	125746342	0.0	0.2901314173421763	gex=0	3589	125748073	125746317
BAD	chr11	64269830	64284704	-	64271818	64271868	0.0	0.2901314173421763	gex=0	14875	64277267	64271843
PILRB	chr7	100352176	100367831	+	100357379	100357429	0.0	0.2901314173421763	gex=0	15656	100360003	100357404
TPK1	chr7	144451941	144836395	-	144738874	144738924	0.0	0.2901314173421763	gex=0	384455	144644168	144738899
PTH2R	chr2	208359714	208854503	+	208489085	208489135	0.0	0.2901314173421763	gex=0	494790	208607108	208489110
SGSH	chr17	80206716	80220923	-	80209824	80209874	0.0	0.2901314173421763	gex=0	14208	80213819	80209849
METTL7A	chr12	50923472	50932510	+	50923471	50923521	0.0	0.2901314173421763	gex=0	9039	50927991	50923496
HBD	chr11	5232678	5243657	-	5234433	5234483	0.0	0.2901314173421763	gex=0	10980	5238167	5234458
FRG2C	chr3	75664328	75667220	+	75664329	75664379	0.0	0.2901314173421763	gex=0	2893	75665774	75664354
SEBOX	chr17	28363506	28365199	-	28365194	28365244	0.0	0.2901314173421763	gex=0	1694	28364352	28365219
TAOK3	chr12	118149801	118372907	-	118190495	118190545	0.0	0.2901314173421763	gex=0	223107	118261354	118190520
FGF18	chr5	171419647	171457626	+	171419655	171419705	0.0	0.2901314173421763	gex=0	37980	171438636	171419680
ELAVL2	chr9	23690104	23826337	-	23779325	23779375	0.0	0.2901314173421763	gex=0	136234	23758220	23779350
LY6G5B	chr6	31652558	31655955	+	31670166	31670216	0.0	0.2901314173421763	gex=0	3398	31654256	31670191
SEMA3D	chr7	84995553	85187056	-	85055716	85055765	0.0	0.2901314173421763	gex=0	191504	85091304	85055740
GRID2IP	chr7	6496778	6551461	-	6536847	6536897	0.0	0.2901314173421763	gex=0	54684	6524119	6536872
CYB561	chr17	63432304	63446354	-	63435134	63435184	0.0	0.2901314173421763	gex=0	14051	63439329	63435159
OR2K2	chr9	111327229	111330224	-	111328470	111328520	0.0	0.2901314173421763	gex=0	2996	111328726	111328495
CAV1	chr7	116524994	116561179	+	116525000	116525050	0.0	0.2901314173421763	gex=0	36186	116543086	116525025
LAIR2	chr19	54505847	54518644	+	54502796	54502846	0.0	0.2901314173421763	gex=0	12798	54512245	54502821
GRXCR2	chr5	145858521	145937126	-	145872918	145872968	0.0	0.2901314173421763	gex=0	78606	145897823	145872943
LRRC37B	chr17	32007872	32053504	+	32021141	32021191	0.0	0.2901314173421763	gex=0	45633	32030688	32021166
OR4K17	chr14	20110739	20122199	+	20117406	20117456	0.0	0.2901314173421763	gex=0	11461	20116469	20117431
IYD	chr6	150368892	150405969	+	150369088	150369138	0.0	0.2901314173421763	gex=0	37078	150387430	150369113
PISD	chr22	31618491	31662221	-	31629956	31630006	0.0	0.2901314173421763	gex=0	43731	31640356	31629981
CTXN1	chr19	7924491	7926135	-	7926116	7926166	0.0	0.2901314173421763	gex=0	1645	7925313	7926141
CLDN4	chr7	73799542	73832690	+	73827744	73827794	0.0	0.2901314173421763	gex=0	33149	73816116	73827769
ADARB1	chr21	45073853	45226560	+	45176409	45176459	0.0	0.2901314173421763	gex=0	152708	45150206	45176434
PODXL2	chr3	127629185	127672802	+	127629180	127629230	0.0	0.2901314173421763	gex=0	43618	127650993	127629205
KRTAP16-1	chr17	41307700	41309253	-	41309203	41309253	0.0	0.2901314173421763	gex=0	1554	41308476	41309228
ABCG1	chr21	42199689	42297244	+	42199811	42199849	0.0	0.2901314173421763	gex=0	97556	42248466	42199830
LZTS1	chr8	20246165	20303963	-	20255131	20255181	0.0	0.2901314173421763	gex=0	57799	20275064	20255156
TNFRSF12A	chr16	3018445	3022383	+	3018444	3018494	0.0	0.2901314173421763	gex=0	3939	3020414	3018469
PLPBP	chr8	37762595	37779768	+	37774935	37774985	0.0	0.2901314173421763	gex=0	17174	37771181	37774960
SHC4	chr15	48823741	48963919	-	48877439	48877489	0.0	0.2901314173421763	gex=0	140179	48893830	48877464
OR2AT4	chr11	75081753	75096876	-	75089704	75089754	0.0	0.2901314173421763	gex=0	15124	75089314	75089729
ZNF347	chr19	53124072	53159075	-	53149485	53149535	0.0	0.2901314173421763	gex=0	35004	53141573	53149510
TMEM144	chr4	158201604	158255416	+	158201614	158201664	0.0	0.2901314173421763	gex=0	53813	158228510	158201639
OR8D1	chr11	124302831	124315099	-	124310787	124310837	0.0	0.2901314173421763	gex=0	12269	124308965	124310812
CRYZL1	chr21	33589341	33643926	-	33603403	33603448	0.0	0.2901314173421763	gex=0	54586	33616633	33603425
LRRC49	chr15	70853239	71053658	+	70892470	70892520	0.0	0.2901314173421763	gex=0	200420	70953448	70892495
PITPNM2	chr12	122983480	123151090	-	123105449	123105499	0.0	0.2901314173421763	gex=0	167611	123067285	123105474
PIEZO2	chr18	10666483	11149569	-	10701931	10701981	0.0	0.2901314173421763	gex=0	483087	10908026	10701956
NPIPA1	chr16	14922802	14952060	+	14945884	14945934	0.0	0.2901314173421763	gex=0	29259	14937431	14945909
TRAF4	chr17	28744011	28750956	+	28747581	28747631	0.0	0.2901314173421763	gex=0	6946	28747483	28747606
HTR1F	chr3	87792706	87993839	+	87990695	87990745	0.0	0.2901314173421763	gex=0	201134	87893272	87990720
VAMP5	chr2	85584431	85593406	+	85591596	85591646	0.0	0.2901314173421763	gex=0	8976	85588918	85591621
TUBB8	chr10	46888	74163	-	49219	49269	0.0	0.2901314173421763	gex=0	27276	60525	49244
DLG2	chr11	83455012	85627922	-	84437759	84437809	0.0	0.2901314173421763	gex=0	2172911	84541467	84437784
LRFN2	chr6	40391591	40587364	-	40587415	40587465	0.0	0.2901314173421763	gex=0	195774	40489477	40587440
BTBD17	chr17	74356416	74361868	-	74361896	74361946	0.0	0.2901314173421763	gex=0	5453	74359142	74361921
NATD1	chr17	21238870	21253410	-	21253360	21253410	0.0	0.2901314173421763	gex=0	14541	21246140	21253385
PCDHGC5	chr5	141489081	141512975	+	141489120	141489170	0.0	0.2901314173421763	gex=0	23895	141501028	141489145
L3MBTL1	chr20	43489442	43550954	+	43507679	43507744	0.0	0.2901314173421763	gex=0	61513	43520198	43507711
ARHGEF33	chr2	38889875	38975454	+	38919362	38919412	0.0	0.2901314173421763	gex=0	85580	38932664	38919387
APOC3	chr11	116829706	116833072	+	116830528	116830578	0.0	0.2901314173421763	gex=0	3367	116831389	116830553
FGF7	chr15	49423237	49488775	+	49434395	49434445	0.0	0.2901314173421763	gex=0	65539	49456006	49434420
UXS1	chr2	106093308	106194301	-	106138831	106138881	0.0	0.2901314173421763	gex=0	100994	106143804	106138856
FBRSL1	chr12	132489551	132585188	+	132571151	132571201	0.0	0.2901314173421763	gex=0	95638	132537369	132571176
ACACA	chr17	37086456	37411442	-	37225521	37225571	0.0	0.2901314173421763	gex=0	324987	37248949	37225546
EEF1A2	chr20	63488013	63499239	-	63499265	63499315	0.0	0.2901314173421763	gex=0	11227	63493626	63499290
GNA11	chr19	3094362	3123999	+	3114946	3114996	0.0	0.2901314173421763	gex=0	29638	3109180	3114971
KCNG2	chr18	79797938	79900184	+	79875883	79875933	0.0	0.2901314173421763	gex=0	102247	79849061	79875908
H2BC9	chr6	26251614	26252075	+	26251650	26251700	0.0	0.2901314173421763	gex=0	462	26251844	26251675
AMTN	chr4	70518569	70532743	+	70518584	70518634	0.0	0.2901314173421763	gex=0	14175	70525656	70518609
PIAS2	chr18	46803218	46920160	-	46907949	46907999	0.0	0.2901314173421763	gex=0	116943	46861689	46907974
PLAC8L1	chr5	146084313	146105577	-	146104319	146104369	0.0	0.2901314173421763	gex=0	21265	146094945	146104344
OR51E1	chr11	4643420	4655488	+	4652485	4652535	0.0	0.2901314173421763	gex=0	12069	4649454	4652510
FREM2	chr13	38687077	38887131	+	38687128	38687178	0.0	0.2901314173421763	gex=0	200055	38787104	38687153
OR5H2	chr3	98282505	98284070	+	98282887	98282937	0.0	0.2901314173421763	gex=0	1566	98283287	98282912
TMC2	chr20	2536573	2643580	+	2536606	2536655	0.0	0.2901314173421763	gex=0	107008	2590076	2536630
GRAMD2A	chr15	72159806	72197787	-	72170024	72170074	0.0	0.2901314173421763	gex=0	37982	72178796	72170049
SAA2	chr11	18239223	18248668	-	18248602	18248639	0.0	0.2901314173421763	gex=0	9446	18243945	18248620
GPR87	chr3	151294086	151316820	-	151295234	151295284	0.0	0.2901314173421763	gex=0	22735	151305453	151295259
SLC29A4	chr7	5274369	5306912	+	5282929	5283018	0.0	0.2901314173421763	gex=0	32544	5290640	5282973
STK33	chr11	8391868	8594289	-	8452856	8452906	0.0	0.2901314173421763	gex=0	202422	8493078	8452881
NXF1	chr11	62792123	62806302	-	62805143	62805193	0.0	0.2901314173421763	gex=0	14180	62799212	62805168
APOC2	chr19	44946035	44949565	+	44946055	44946075	0.0	0.2901314173421763	gex=0	3531	44947800	44946065
WNT10B	chr12	48965340	48971735	-	48970602	48970652	0.0	0.2901314173421763	gex=0	6396	48968537	48970627
OR8G5	chr11	124256376	124266224	+	124264826	124264876	0.0	0.2901314173421763	gex=0	9849	124261300	124264851
LYZ	chr12	69348381	69354234	+	69348340	69348390	0.0	0.2901314173421763	gex=0	5854	69351307	69348365
PPP2R3A	chr3	135965728	136147894	+	136102102	136102152	0.0	0.2901314173421763	gex=0	182167	136056811	136102127
NLN	chr5	65722205	65871725	+	65777416	65777466	0.0	0.2901314173421763	gex=0	149521	65796965	65777441
IGF1R	chr15	98648539	98964530	+	98890541	98890591	0.0	0.2901314173421763	gex=0	315992	98806534	98890566
MBD3L2	chr19	7049321	7051735	+	7049320	7049370	0.0	0.2901314173421763	gex=0	2415	7050528	7049345
C11orf96	chr11	43925342	43943878	+	43925341	43925391	0.0	0.2901314173421763	gex=0	18537	43934610	43925366
DYNAP	chr18	54587757	54599493	+	54587756	54587806	0.0	0.2901314173421763	gex=0	11737	54593625	54587781
ALKAL2	chr2	279558	288851	-	287273	287323	0.0	0.2901314173421763	gex=0	9294	284204	287298
PPP2R2B	chr5	146580742	147084784	-	146878844	146878894	0.0	0.2901314173421763	gex=0	504043	146832763	146878869
GP2	chr16	20309574	20327808	-	20327466	20327508	0.0	0.2901314173421763	gex=0	18235	20318691	20327487
SLC15A1	chr13	98683801	98752672	-	98726517	98726567	0.0	0.2901314173421763	gex=0	68872	98718236	98726542
MSANTD4	chr11	105995623	106022403	-	106022353	106022403	0.0	0.2901314173421763	gex=0	26781	106009013	106022378
HESX1	chr3	57197838	57227606	-	57199937	57199987	0.0	0.2901314173421763	gex=0	29769	57212722	57199962
H1-3	chr6	26234212	26234987	-	26234883	26234933	0.0	0.2901314173421763	gex=0	776	26234599	26234908
PLEKHA1	chr10	122374696	122432354	+	122411770	122411820	0.0	0.2901314173421763	gex=0	57659	122403525	122411795
UBE2V2	chr8	48008415	48064708	+	48043032	48043082	0.0	0.2901314173421763	gex=0	56294	48036561	48043057
SPINK4	chr9	33218365	33248567	+	33240163	33240213	0.0	0.2901314173421763	gex=0	30203	33233466	33240188
TXNDC8	chr9	110303476	110337884	-	110337834	110337884	0.0	0.2901314173421763	gex=0	34409	110320680	110337859
ZAN	chr7	100733595	100797797	+	100734020	100734070	0.0	0.2901314173421763	gex=0	64203	100765696	100734045
MANSC4	chr12	27762427	27780236	-	27771226	27771276	0.0	0.2901314173421763	gex=0	17810	27771331	27771251
GANC	chr15	42273201	42353666	+	42344694	42344744	0.0	0.2901314173421763	gex=0	80466	42313433	42344719
CPA2	chr7	130266863	130289798	+	130266864	130266914	0.0	0.2901314173421763	gex=0	22936	130278330	130266889
NFE2	chr12	54292111	54301015	-	54295710	54295760	0.0	0.2901314173421763	gex=0	8905	54296563	54295735
CALHM3	chr10	103472804	103479240	-	103479190	103479240	0.0	0.2901314173421763	gex=0	6437	103476022	103479215
FRAT1	chr10	97319271	97321915	+	97320740	97320790	0.0	0.2901314173421763	gex=0	2645	97320593	97320765
HOXC5	chr12	54033050	54035361	+	54032852	54032902	0.0	0.2901314173421763	gex=0	2312	54034205	54032877
CCL19	chr9	34689570	34691276	-	34690209	34690238	0.0	0.2901314173421763	gex=0	1707	34690423	34690223
LY6G5C	chr6	31658863	31666220	-	31680327	31680377	0.0	0.2901314173421763	gex=0	7358	31662541	31680352
NLGN1	chr3	173396284	174286644	+	174136434	174136484	0.0	0.2901314173421763	gex=0	890361	173841464	174136459
OVOL1	chr11	65787063	65797214	+	65793708	65793758	0.0	0.2901314173421763	gex=0	10152	65792138	65793733
PRR30	chr2	27136848	27139410	-	27139353	27139403	0.0	0.2901314173421763	gex=0	2563	27138129	27139378
PAG1	chr8	80967810	81112068	-	80975730	80975780	0.0	0.2901314173421763	gex=0	144259	81039939	80975755
IGF2BP3	chr7	23310209	23470491	-	23431253	23431303	0.0	0.2901314173421763	gex=0	160283	23390350	23431278
OR6S1	chr14	20640696	20641691	-	20641641	20641691	0.0	0.2901314173421763	gex=0	996	20641193	20641666
TTLL11	chr9	121815674	122093606	-	122093556	122093606	0.0	0.2901314173421763	gex=0	277933	121954640	122093581
OBP2B	chr9	133205277	133209250	-	133209200	133209250	0.0	0.2901314173421763	gex=0	3974	133207263	133209225
NRGN	chr11	124739942	124747210	+	124740044	124740094	0.0	0.2901314173421763	gex=0	7269	124743576	124740069
NFIB	chr9	14081843	14398983	-	14096600	14096650	0.0	0.2901314173421763	gex=0	317141	14240413	14096625
SLC6A4	chr17	30194319	30236002	-	30235952	30236002	0.0	0.2901314173421763	gex=0	41684	30215160	30235977
NAALADL1	chr11	65044818	65058553	-	65047887	65047937	0.0	0.2901314173421763	gex=0	13736	65051685	65047912
ACBD7	chr10	15075475	15088776	-	15088726	15088776	0.0	0.2901314173421763	gex=0	13302	15082125	15088751
CTNNA3	chr10	65912457	67763637	-	67665602	67665652	0.0	0.2901314173421763	gex=0	1851181	66838047	67665627
LTC4S	chr5	179793980	179796647	+	179795307	179795340	0.0	0.2901314173421763	gex=0	2668	179795313	179795323
MGAM	chr7	142038524	142106747	+	142094773	142094823	0.0	0.2901314173421763	gex=0	68224	142072635	142094798
PAH	chr12	102836889	102958410	-	102950818	102950868	0.0	0.2901314173421763	gex=0	121522	102897649	102950843
FOXB2	chr9	77019655	77020953	+	77019654	77019704	0.0	0.2901314173421763	gex=0	1299	77020304	77019679
SPDYE21	chr7	67276941	67289005	+	67279777	67279827	0.0	0.2901314173421763	gex=0	12065	67282973	67279802
NTSR2	chr2	11658178	11670195	-	11670114	11670164	0.0	0.2901314173421763	gex=0	12018	11664186	11670139
ZNF358	chr19	7515292	7521025	+	7516117	7516167	0.0	0.2901314173421763	gex=0	5734	7518158	7516142
LGALS9	chr17	27629798	27649560	+	27640386	27640436	0.0	0.2901314173421763	gex=0	19763	27639679	27640411
HSD17B1	chr17	42552922	42555214	+	42552933	42552983	0.0	0.2901314173421763	gex=0	2293	42554068	42552958
VPS33A	chr12	122229564	122266494	-	122249920	122249970	0.0	0.2901314173421763	gex=0	36931	122248029	122249945
OR5B21	chr11	58506807	58508105	-	58508055	58508105	0.0	0.2901314173421763	gex=0	1299	58507456	58508080
OR52E2	chr11	5058650	5059627	-	5059577	5059627	0.0	0.2901314173421763	gex=0	978	5059138	5059602
ZNF440	chr19	11814273	11835216	+	11814343	11814393	0.0	0.2901314173421763	gex=0	20944	11824744	11814368
HOXB6	chr17	48595751	48604992	-	48604942	48604992	0.0	0.2901314173421763	gex=0	9242	48600371	48604967
CHRM2	chr7	136868652	137020255	+	136868777	136868827	0.0	0.2901314173421763	gex=0	151604	136944453	136868802
PFN4	chr2	24114809	24123464	-	24123269	24123319	0.0	0.2901314173421763	gex=0	8656	24119136	24123294
IGSF5	chr21	39745183	39802081	+	39751171	39751221	0.0	0.2901314173421763	gex=0	56899	39773632	39751196
TEPP	chr16	57976435	57988116	+	57976434	57976484	0.0	0.2901314173421763	gex=0	11682	57982275	57976459
ACTL7A	chr9	108862266	108863756	+	108862265	108862315	0.0	0.2901314173421763	gex=0	1491	108863011	108862290
ZNF57	chr19	2900928	2918473	+	2915444	2915494	0.0	0.2901314173421763	gex=0	17546	2909700	2915469
NXN	chr17	978299	979770	-	930001	930051	0.0	0.2901314173421763	gex=0	1472	979034	930026
SRPK2	chr7	105110704	105399308	-	105133018	105133068	0.0	0.2901314173421763	gex=0	288605	105255006	105133043
TARS1	chr5	33440696	33468091	+	33466757	33466807	0.0	0.2901314173421763	gex=0	27396	33454393	33466782
