gene_name	chr	gene_start	gene_end	TSS_start	TSS_end	strand	gex	DNase_gene_z_mean	DNase_gene_z_std	DNase_tss_z_mean	DNase_tss_z_std	H3K27ac_gene_z_mean	H3K27ac_gene_z_std	H3K27ac_tss_z_mean	H3K27ac_tss_z_std	H3K4me3_gene_z_mean	H3K4me3_gene_z_std	H3K4me3_tss_z_mean	H3K4me3_tss_z_std	H3K27me3_gene_z_mean	H3K27me3_gene_z_std	H3K27me3_tss_z_mean	H3K27me3_tss_z_std	H3K36me3_gene_z_mean	H3K36me3_gene_z_std	H3K36me3_tss_z_mean	H3K36me3_tss_z_std	H3K4me1_gene_z_mean	H3K4me1_gene_z_std	H3K4me1_tss_z_mean	H3K4me1_tss_z_std	H3K9me3_gene_z_mean	H3K9me3_gene_z_std	H3K9me3_tss_z_mean	H3K9me3_tss_z_std
LCE1B	chr1	152811971	152813108	152811970	152812020	+		-0.0015584184	0.010857385	1.6003483e-05	0.008995313	-0.083239004	0.00787442	-0.06249151	0.058461647	-0.044143416	0.03436554	-0.07717359	0.011028857	-0.19107872	0.057209656	-0.25200802	0.05054972	-0.3350552	0.084509104	-0.26708695	0.24144126	-0.15241332	0.056945514	-0.16853566	0.08846668	0.26673356	0.658334	0.554705	0.8191416
RAP1GAP	chr1	21596221	21669357	21620014	21620041	-		0.038993225	0.10687093	0.040804017	0.019992637	-0.09538745	0.010426751	-0.092337154	0.0050538843	-0.07717213	0.035255995	-0.07613251	0.007849268	0.4974974	1.3096173	1.7370768	0.9571291	-0.38074744	0.23732269	-0.43256095	0.05944124	-0.16703606	0.19462319	-0.19617002	0.018777624	-0.47953603	0.32211939	-0.38645887	0.2996237
ZMYM6	chr1	34986165	35031945	35031885	35031935	-		-0.0010966148	0.02973378	0.08101868	0.16380984	0.09137726	1.1121942	0.61667055	1.7016399	0.45319638	3.743731	0.8458335	1.2990878	-0.21142042	0.109398186	-0.27450573	0.048182253	0.9924518	1.6973222	-0.1780765	0.40180287	-0.06048731	0.56521815	0.033438623	0.34984425	-0.3144499	0.38584936	-0.012778822	0.7313149
EGLN1	chr1	231363751	231422287	231420293	231420343	-		0.00255878	0.03277863	0.082023665	0.062235314	1.282117	4.631305	3.95867	1.2535866	0.68843275	3.5482872	19.56081	10.492992	-0.26683348	0.072335914	-0.32289824	0.04991267	0.48002568	1.3366805	-0.6060946	0.015383936	0.8968241	2.0992417	-0.17936908	0.092693925	-0.43283513	0.37173256	-0.77569604	0.19433665
ITPKB	chr1	226631690	226739323	226739273	226739323	-		0.017043764	0.045772333	0.07724269	0.10527468	0.16269997	1.1432685	0.51477855	0.6634153	0.05796364	0.99427193	0.09763609	0.29963788	-0.28104308	0.09107225	-0.29827318	0.05611313	0.18609756	1.1072778	-0.48519844	0.107977085	0.58774316	1.9371346	4.1476245	3.4679976	-0.56282926	0.2952726	-0.5218682	0.35914776
SLC45A1	chr1	8318114	8344167	8330427	8330477	+		0.014891519	0.056135584	0.027392523	0.013477756	-0.080312096	0.033641208	-0.08135185	0.023993159	-0.042656027	0.21629383	-0.076357275	0.012256489	-0.11169064	0.3351422	-0.13441429	0.25396642	-0.21085593	0.383481	-0.17401804	0.28643867	-0.113175	0.35225672	-0.18775484	0.03417253	-0.363239	0.36708158	-0.26330423	0.5025234
DPT	chr1	168695468	168729206	168729214	168729264	-		-0.0013493936	0.010516682	-0.0022678992	0.0101187695	-0.08602039	0.01725117	-0.09710544	0.009646122	-0.06456029	0.03396664	-0.082384825	0.014428178	-0.0029395246	0.43869817	-0.06608612	0.3884503	-0.21528612	0.32774693	-0.38972515	0.16159503	-0.17303075	0.06921585	-0.21322183	0.034496117	-0.20422149	0.5242433	-0.43687567	0.517148
AZIN2	chr1	33081104	33123492	33081160	33081210	+		0.005436532	0.036020737	0.1606512	0.23572198	-0.092129074	0.014722272	-0.07520472	0.04126019	-0.046105057	0.27878696	0.6734507	1.1877812	0.4751433	1.439581	-0.2919504	0.03878265	-0.2878347	0.34907597	-0.35785833	0.20033826	-0.14643823	0.24430574	1.2255346	1.544114	-0.35874394	0.6981035	-0.53688204	0.2782447
LGR6	chr1	202193799	202319781	202225422	202225472	+		0.01563436	0.048495755	-0.0026181	0.009853308	0.061850555	0.84351766	-0.09965403	0.0040351264	-0.07195147	0.03636776	-0.083475776	0.012341835	0.74385273	2.0000598	0.07687272	0.47294232	-0.32591704	0.30375132	-0.46706456	0.10993884	0.3427374	1.9818587	-0.22208157	0.01428715	-0.4416811	0.40091777	-0.6362331	0.22036779
MATN1	chr1	30711277	30723585	30723537	30723587	-		0.05370044	0.15493321	0.003015543	0.010114481	0.2354208	1.6748317	-0.104052626	0.002698172	-0.015686525	0.3216105	-0.093124755	0.0047617485	-0.06730365	0.47831157	-0.26409143	0.08254316	-0.41336903	0.28191072	-0.48119184	0.10980163	-0.030300893	0.79701406	-0.22170064	0.043741673	-0.467821	0.6871198	-0.66491264	0.23360622
CTSK	chr1	150794880	150809577	150808273	150808323	-		0.0029771796	0.019030897	0.0009600297	0.009661874	-0.053805176	0.14345792	-0.04894502	0.06897284	-0.0407365	0.12641183	0.04804374	0.23107342	-0.2561998	0.12238253	-0.117781654	0.3445107	0.2375344	1.210333	-0.22290362	0.268221	0.5120192	1.3463919	0.8041333	0.8417834	-0.4887816	0.31284198	-0.5233455	0.18779165
YOD1	chr1	207043849	207052980	207052930	207052980	-		0.0295691	0.078929015	0.12844792	0.12391437	0.47049078	1.6497772	-0.090075955	0.019708397	2.684969	6.9120183	1.589007	1.3983029	-0.2180659	0.12568891	-0.10255985	0.22964671	1.1274685	2.1335912	-0.5946116	0.022822656	0.40476716	0.8057982	0.16210864	0.389432	-0.27617422	0.5454733	-0.8163368	0.11952937
RAB3GAP2	chr1	220148293	220272529	220272404	220272454	-		-0.002760154	0.02251188	0.1308156	0.19764452	-0.035768043	0.4413016	0.62372565	0.8990416	0.038757846	1.2138139	2.9239407	3.9486127	-0.22318086	0.09621057	-0.3195823	0.049970586	1.0730498	1.8461452	-0.55415046	0.05895646	-0.075000905	0.4123875	0.27292514	0.5547711	-0.27470404	0.53487176	-0.6850132	0.15988363
ATP8B2	chr1	154325525	154351304	154328798	154328848	+		0.038919564	0.10754002	0.1821579	0.19570474	0.07372551	0.5045406	0.4249442	0.61393434	0.102855936	0.8473094	0.5750324	0.71744835	-0.27646717	0.061131537	-0.3092666	0.04572641	1.6226776	2.3380163	0.02137212	1.0354013	0.61337405	2.3366032	6.636343	6.210919	-0.47042468	0.37020895	-0.74383277	0.1401955
ADORA3	chr1	111499429	111503633	111503037	111503087	-		-1.0211497e-05	0.016343733	-0.0015065985	0.00993086	-0.0902174	0.011907343	-0.09313009	0.010374262	-0.07735027	0.0135484515	-0.07791113	0.012939199	0.7806538	0.96958214	0.51096994	0.8410073	-0.21702893	0.41013214	-0.2909651	0.17410067	-0.14205863	0.14813314	-0.07748811	0.18316291	-0.25315714	0.5032444	-0.27870542	0.4815121
FCRL6	chr1	159800511	159816257	159800545	159800595	+		-0.0009151614	0.0106557	-0.0028008174	0.0056817974	-0.098137744	0.005512615	-0.08817687	0.022662157	-0.08085117	0.018499013	-0.08317106	0.008261978	0.7790941	1.2028258	-0.16124117	0.17764135	-0.36607292	0.251216	-0.30951977	0.15128708	-0.19999388	0.06505485	-0.084757775	0.17793131	-0.49974498	0.3224138	-0.47507855	0.3365621
MED18	chr1	28329002	28335965	28330282	28330332	+		0.006155908	0.049459565	0.014480787	0.032297235	0.67951196	2.55171	1.8870697	2.0088108	1.281742	4.5466566	4.0233836	4.0079103	-0.2234767	0.08553877	-0.16414616	0.13598682	1.1042984	1.8087175	-0.24341507	0.26645252	0.12130543	0.9080827	1.5432948	1.7103732	-0.32486972	0.34761202	-0.1975209	0.48923177
THEM4	chr1	151870866	151909637	151891390	151891440	-		0.004568056	0.06489125	-0.0014685488	0.008118221	0.13015099	0.9282083	0.017491508	0.11445599	0.11145133	1.3034548	-0.06448995	0.034790136	-0.2411456	0.10155853	-0.30871886	0.026870053	0.44860774	1.1931841	0.5753333	1.3961297	0.33638903	1.242055	0.40295345	0.57534516	-0.287642	0.58786035	-0.5282792	0.26249048
COL11A1	chr1	102876467	103108872	103031163	103031213	-		-0.006469987	0.008755046	-0.009104411	0.0036859645	-0.076845236	0.05504572	-0.07965121	0.015933188	-0.044238087	0.25205863	-0.040997684	0.043090224	-0.037924625	0.5042588	-0.028050277	0.5707726	-0.13204974	0.37094775	-0.09605443	0.33783025	-0.08278088	0.4645882	-0.14368829	0.06952	-0.23417349	0.38290048	-0.14326793	0.5261679
IL6R	chr1	154405193	154469450	154435009	154435059	+		0.015820308	0.062350973	0.0006402832	0.011886835	0.11012584	1.2612993	-0.097065076	0.0048819706	-0.04748	0.22058788	-0.08250833	0.007852913	-0.24772738	0.12680271	-0.2699299	0.065440565	-0.24039818	0.41337454	-0.07544748	0.5714618	0.39256415	1.9658401	-0.20459142	0.037994917	-0.48258716	0.32880157	-0.5511977	0.14214656
GPX7	chr1	52602371	52609051	52602371	52602421	+		0.03851243	0.08179499	0.09347371	0.13545406	-0.038574986	0.20229702	-0.021894058	0.105398245	0.06335355	0.44562748	0.22127067	0.37581843	-0.2989999	0.051741183	-0.28399423	0.09518627	0.3139977	1.0988042	-0.48540416	0.09102315	-0.07097117	0.46129164	0.9120603	1.2023376	-0.60460633	0.31147084	-0.64696985	0.23789702
NIT1	chr1	161118086	161125445	161118085	161118135	+		0.025094165	0.07238646	0.14040042	0.1898636	0.49893028	1.3039492	8.573587	5.442402	0.56237197	2.0622873	14.230498	9.263524	-0.30355263	0.085483894	-0.34502092	0.0132328775	1.9044354	2.7994964	-0.50841117	0.10449708	0.7873857	2.7902071	0.0070942296	0.34531108	-0.608076	0.30324626	-0.7156718	0.23655425
MFN2	chr1	11980181	12015211	11980434	11980484	+		0.025271306	0.121060014	0.49226728	0.49886698	0.32411468	1.8763356	0.81617266	0.68662	0.11777327	1.5255374	0.24448757	0.32252508	-0.28101394	0.06859273	-0.31595045	0.04134378	1.6929471	2.4651453	-0.5034908	0.118839666	0.2669914	1.8515748	0.9469748	1.3209625	-0.51806796	0.3172018	-0.7295896	0.15634878
PKN2	chr1	88684222	88836255	88824345	88824386	+		-0.004990894	0.018975414	-0.008323011	0.0050211726	-0.048163477	0.19082169	-0.07019509	0.021298278	0.099129796	1.7771094	-0.059699446	0.00188148	-0.20948052	0.104776084	-0.17370334	0.0038649892	0.8371612	1.6079828	1.246783	1.5041463	0.06541278	0.9376223	-0.14981736	0.005751376	-0.2820027	0.39195457	-0.13710798	0.37085807
EFCAB2	chr1	244969682	245127164	244970389	244970439	+		0.0013296616	0.039741423	0.08876882	0.05397497	0.33586773	3.0425868	12.819526	7.8563643	0.0027295602	0.73822504	2.8103077	1.4638109	-0.2018333	0.1882114	-0.26708877	0.060927104	-0.12037981	0.5244269	-0.37697312	0.20511065	0.029880121	1.15662	2.1825	2.9990325	-0.36201558	0.3953603	-0.33594978	0.50219685
CELSR2	chr1	109249539	109275751	109270823	109270873	+		0.05643265	0.13177297	0.030574767	0.019758645	-0.09151323	0.015292755	-0.09301828	0.011295815	-0.0698846	0.047241174	-0.08112066	0.0077749626	0.032298855	0.5600306	-0.21303351	0.10499568	-0.28305075	0.30649298	-0.15813588	0.5301884	-0.16609672	0.12900525	-0.20923531	0.01817346	-0.44776464	0.30333397	-0.45738345	0.31338236
CITED4	chr1	40861054	40862363	40862316	40862366	-		0.17127922	0.12599127	0.22447881	0.34325376	0.06468306	0.14480698	-0.073313385	0.03693752	0.8511754	0.5479211	0.38060036	0.50846726	-0.13614655	0.2592114	-0.2779121	0.046930786	-0.1708254	0.22096354	-0.356843	0.2667608	1.392968	0.91312623	0.60062695	0.9175801	-0.35171837	0.27397004	-0.5271464	0.2302791
RCOR3	chr1	211258377	211316385	211258376	211258426	+		0.0055009164	0.049566798	0.031077212	0.05185978	0.014560035	0.64380866	0.37649235	0.405624	0.14482786	1.235234	1.8888637	2.844844	-0.22430389	0.09159218	-0.27134112	0.04803739	1.661614	2.3401923	-0.13334703	0.44139594	-0.012704941	0.7063111	2.026441	1.119539	-0.29582614	0.43978328	-0.27490142	0.53620756
TMCC2	chr1	205227946	205285632	205256200	205256250	+		0.023715723	0.068039514	0.024872566	0.05021771	-0.045326862	0.26458156	-0.10037007	0.0064307083	-0.04555367	0.25755474	-0.08829604	0.009847641	-0.08908629	0.46622357	-0.24594337	0.10722604	-0.3238068	0.31088513	-0.48601684	0.073577374	0.32580444	1.8213307	-0.1990948	0.046478827	-0.5413076	0.2727948	-0.6772266	0.17815745
RIT1	chr1	155897808	155911404	155911352	155911402	-		0.0013977769	0.028200673	0.05527143	0.0759566	0.34096745	1.3351747	0.6652808	0.6930774	0.6467075	2.9442027	0.26054424	0.55108714	-0.24738908	0.0803948	-0.2780682	0.03965514	3.08795	4.2780967	1.8647442	2.044784	0.13150276	0.9882106	0.59434795	0.7118738	-0.3956772	0.35423893	-0.54230636	0.23105757
PLA2G2C	chr1	20161253	20186518	20177374	20177424	-		0.0147286095	0.025408618	0.011427949	0.015824126	-0.09514868	0.015222808	-0.09172017	0.0021618092	-0.07932918	0.029549565	-0.07527484	0.0039774966	0.22789694	0.80788887	1.1397599	0.5905638	-0.35794914	0.25589207	-0.32452708	0.16161186	-0.102710746	0.41333625	-0.10791554	0.1872959	-0.40728647	0.5527251	-0.44614393	0.08054634
PTCH2	chr1	44819844	44843253	44823242	44823260	-		0.023340307	0.06631291	-0.0038369575	0.0096181575	0.21958308	2.6897418	-0.09832332	0.003060749	0.003376752	0.40102354	-0.08495957	0.0046732263	-0.24655747	0.1363038	-0.2778432	0.05726787	-0.30473727	0.31644434	-0.2316775	0.40489882	-0.122079365	0.23930015	-0.17058516	0.10689755	-0.53625596	0.28915137	-0.6051694	0.097224936
TRIM45	chr1	117111060	117122587	117115574	117115612	-		0.021991061	0.099349365	-0.006334499	0.0051756543	0.29686597	2.151685	-0.06569136	0.058134064	0.22049882	1.2428589	-0.07655993	0.021782357	-0.27454203	0.07481031	-0.29387903	0.027329745	0.177542	0.9480985	-0.09905737	0.32813567	0.21825835	1.445344	-0.21071799	0.037989672	-0.481657	0.3832399	-0.5544171	0.1985372
PTP4A2	chr1	31906421	31944856	31938136	31938186	-		0.023064865	0.110956326	0.39628205	0.43066096	0.59100163	2.1153479	1.7164758	1.6426975	0.46254927	2.4157515	0.52234566	0.39064476	-0.2643587	0.075609505	-0.3065405	0.030803934	0.768145	1.9048884	-0.46618956	0.157631	1.1796564	2.5043795	1.1147834	1.4948494	-0.47701526	0.3610683	-0.6610782	0.14764512
MAP3K21	chr1	233327724	233385148	233327767	233327817	+		-0.00065956934	0.022893675	0.09292549	0.09184074	-0.0856255	0.020501968	-0.08693772	0.011493781	-0.03445431	0.25962138	0.019735087	0.19379112	0.015787771	0.6044738	0.3463319	0.6649306	-0.16415055	0.43578082	-0.29802865	0.23218034	-0.11331056	0.3344182	-0.027245674	0.14924543	-0.2699731	0.46792084	-0.24429107	0.40872517
MYCBP	chr1	38862493	38873368	38873318	38873368	-		0.013427863	0.083541326	0.31868252	0.44361734	-0.04920326	0.131604	-0.017442537	0.11303041	0.5032847	1.98547	5.942238	5.8773694	-0.23704728	0.09811899	-0.3244003	0.032044258	0.4120241	1.1660411	-0.5478681	0.06389665	0.0754406	0.7780913	1.5428778	1.9667379	-0.38667563	0.33008367	-0.7941807	0.070327796
CFAP74	chr1	1921951	2003837	2003700	2003714	-		0.022146437	0.04828728	0.092062645	0.13960043	-0.09034446	0.013856335	-0.08544443	0.008492728	-0.07117308	0.030500185	-0.0551431	0.041132614	-0.044887956	0.8186756	3.8782146	2.8063524	-0.3033994	0.30520508	-0.023666194	0.33045253	-0.16609345	0.15630503	0.03473176	0.29629734	-0.29666498	0.52167	-0.22532308	0.3238063
CDK11B	chr1	1635225	1659012	1658962	1659012	-		-0.0038548224	0.024960697	0.2109885	0.3226156	-0.044553686	0.47424778	3.3195727	5.6349244	-0.049901694	0.11015979	0.49464035	0.77113885	-0.17988579	0.043292522	-0.21273161	0.06345355	0.23753855	1.2217499	-0.2968412	0.19645852	-0.12670176	0.107079476	-0.09422546	0.14226557	-0.23089474	0.13463485	-0.352172	0.23329507
USP21	chr1	161159450	161165723	161159520	161159570	+		0.029177222	0.09435362	0.18474633	0.23454799	0.052377712	0.3729778	0.14987248	0.26567367	0.5034773	1.7741148	0.4097226	0.70118105	-0.3142548	0.03307449	-0.34467757	0.019873343	1.0310591	1.4910766	0.14211032	1.1044631	0.25818834	1.1865914	0.15033339	0.49398476	-0.637305	0.24173884	-0.8454809	0.10715807
STYXL2	chr1	167094075	167129165	167094044	167094094	+		0.0031786428	0.015622028	-0.0025571962	0.010030963	-0.08758992	0.011592395	-0.088002875	0.009326829	-0.064432226	0.032710638	-0.05842028	0.03256568	0.2889829	0.79978794	-0.22827436	0.05789844	-0.1868923	0.40967396	-0.25626794	0.29278913	-0.16778849	0.06440973	-0.1810266	0.033286143	-0.2522121	0.462663	-0.38987222	0.20299576
C1orf109	chr1	37681570	37692249	37692199	37692249	-		0.034058142	0.112941116	0.34328791	0.39356628	0.10923369	0.73777187	0.61242145	0.64083207	0.896259	2.142825	9.497673	7.1314383	-0.3108864	0.03341267	-0.19584472	0.17489342	0.607831	1.8835393	-0.3952372	0.15956838	0.7360793	2.3337433	0.66635257	1.3285576	-0.6586287	0.1944025	-0.50618184	0.36878365
RLF	chr1	40161387	40240921	40161372	40161422	+		-0.0015196265	0.021450384	0.13807842	0.23471698	-0.019595595	0.691758	2.4983327	3.4015317	0.13760315	1.7897344	1.4822646	2.0494213	-0.2193283	0.097678736	-0.31043017	0.039656114	0.6617531	1.4487864	-0.4120769	0.18807083	-0.09425772	0.373555	1.438201	2.2132695	-0.2848422	0.43825555	-0.6876057	0.17431541
DLGAP3	chr1	34865436	34929650	34905333	34905383	-		0.025076687	0.067801595	0.013019078	0.026683891	-0.08412417	0.1090857	-0.08614665	0.009190242	-0.046439428	0.26855898	-0.062533945	0.02012523	0.7400574	1.7636818	-0.14669491	0.12828939	-0.2894862	0.33288175	-0.17219459	0.2362576	-0.15308337	0.21370445	-0.18202153	0.0023270042	-0.37625146	0.40249726	-0.3458261	0.1704402
PIGR	chr1	206928522	206946466	206931783	206931833	-		0.007972681	0.022468455	0.014556908	0.017277751	-0.09481283	0.006749574	-0.09455448	0.0066610174	-0.07676482	0.01982689	-0.07907069	0.010017525	0.08028484	0.5053588	0.16889289	0.3526143	-0.326422	0.25874165	-0.3677558	0.17497103	-0.1950093	0.05611509	-0.18418512	0.098365046	-0.42435408	0.34057093	-0.36431125	0.40727857
AJAP1	chr1	4654609	4792534	4711154	4711186	+		0.012126786	0.02214423	0.033904426	0.02197334	-0.090207875	0.013075756	-0.099997684	0.008948142	-0.06926768	0.027633972	-0.08604926	0.013208113	-0.16815832	0.4283715	-0.3025451	0.055709634	-0.26905015	0.30262452	-0.4960436	0.10609933	-0.18485427	0.05699352	-0.22047791	0.03198353	1.8323103	2.0518374	0.88518137	1.2538222
SSBP3	chr1	54225433	54413479	54356768	54356818	-		0.022694042	0.06468405	0.00572579	0.009813457	0.047634855	0.69032836	-0.034995567	0.084125064	-0.032654054	0.3817785	-0.07814402	0.021304715	-0.28438452	0.059372663	-0.29971072	0.019566184	0.3076061	1.27707	-0.02215911	0.6590731	0.3928931	1.7164328	0.8474399	0.8877728	-0.52619916	0.30574113	-0.56156373	0.25818035
FAM167B	chr1	32247222	32248856	32247232	32247282	+		0.108168475	0.12183359	0.03307183	0.037472043	0.7240156	0.7618582	0.028949337	0.20642245	0.069428414	0.3199034	-0.07496307	0.017898059	-0.24003702	0.14410238	-0.29373872	0.035052687	-0.3580856	0.16251929	-0.32478383	0.17460188	4.5273795	2.2163951	4.0063596	4.066207	-0.5063683	0.2813037	-0.56479555	0.2067786
TSHB	chr1	115029826	115034302	115029823	115029860	+		-0.0036728522	0.0075331735	-0.007994494	0.00397304	-0.08148957	0.013728532	-0.078923695	5.470473e-09	-0.052305713	0.049999617	-0.052171256	0.022388285	1.0675435	1.1208961	0.98174345	1.218958	-0.13766488	0.31434667	0.05977822	0.29728347	-0.15607397	0.048998717	-0.02541746	0.2460754	-0.18817116	0.44999433	-0.2197753	0.08652179
DVL1	chr1	1335276	1349418	1349062	1349112	-		0.08511005	0.11707805	0.4596607	0.30297482	-0.08029977	0.050698172	0.3204379	0.5709192	0.08538541	0.5642928	0.63100445	1.0579336	-0.27747154	0.046811834	-0.10455586	0.2130513	-0.092626885	0.55544186	-0.21343252	0.25879982	0.10166646	1.062605	-0.054554384	0.18842416	-0.4944893	0.30317038	-0.24887662	0.17261954
MICOS10-NBL1	chr1	19597067	19656927	19597066	19597109	+		0.023666902	0.085781656	0.16924104	0.22397019	0.12600513	1.4393232	4.9397273	3.7725904	0.12475257	1.3922763	2.6734118	2.6975193	-0.21852797	0.20689511	-0.34340402	0.0127305295	0.41275042	1.4997724	-0.55120504	0.060003877	0.026071882	0.62364614	2.1729577	2.1889064	-0.42601034	0.34578982	-0.8187834	0.08630602
GBP7	chr1	89131742	89176009	89175990	89176040	-		-0.006531383	0.007592504	-0.0069499207	0.0058710533	-0.083234705	0.016670689	-0.0924486	0.008334658	-0.060343184	0.028046386	-0.07552149	0.012072099	0.12346075	0.5566926	-0.24174973	0.0840882	-0.17280924	0.3333773	-0.3540729	0.16750908	-0.15670702	0.076220416	-0.18895885	0.0444586	-0.21579301	0.40586182	-0.36098382	0.33440977
DESI2	chr1	244653103	244709033	244653102	244653152	+		0.0011734942	0.03585203	0.47758946	0.47471988	-0.015792128	0.49789068	0.293491	0.3265765	0.33666524	2.74484	3.712647	5.2059784	-0.22917895	0.11569509	-0.2962604	0.050843503	0.75612146	1.582802	-0.5207906	0.07861911	0.015602843	0.68811744	1.5474378	2.3170443	-0.35097656	0.39868495	-0.585073	0.22451536
AMY1A	chr1	103655760	103664554	103655754	103655804	+		-0.011428548	0.0010005363	-0.011555807	0.0	-0.07892369	1.0940946e-08	-0.07892369	1.0940946e-08	-0.05806409	2.8934328e-09	-0.05806409	2.8934328e-09	-0.17358345	2.7542207e-08	-0.17358348	0.0	-0.29283834	2.2539533e-08	-0.29283834	0.0	-0.14934409	4.233541e-08	-0.14934409	4.233541e-08	-0.18052325	7.608344e-08	-0.18052325	7.608344e-08
PERM1	chr1	975204	982093	976591	976641	-		0.056044184	0.09858289	0.010933111	0.050256733	-0.08657041	0.010043257	-0.081864364	0.006153025	-0.06457858	0.027579758	-0.06207448	0.008493806	-0.10338948	0.2983024	-0.1890676	0.035608772	-0.30879864	0.21058357	-0.3238264	0.065500945	-0.14393215	0.10494734	-0.13376805	0.07403804	-0.36589947	0.22912867	-0.24031958	0.126106
NPPA	chr1	11845709	11848345	11848295	11848345	-		0.016452452	0.027054654	0.0048122415	0.012353348	-0.09587868	0.0049765157	-0.08939304	0.014081615	-0.07763616	0.015547793	-0.079088904	0.007862701	-0.26355794	0.060605228	-0.2610055	0.049798295	0.7622496	1.0690844	0.5245678	1.2164539	-0.1663448	0.15663087	-0.20029768	0.041642416	-0.40180776	0.37640733	-0.4049043	0.3624408
RNF223	chr1	1070967	1074306	1074257	1074307	-		0.06579074	0.02941264	0.06312809	0.024787882	-0.092754014	0.00942792	-0.098118454	0.009962953	-0.077660844	0.013137693	-0.0847492	0.0142789865	-0.21911491	0.13202344	-0.2399555	0.1353701	-0.324979	0.24929716	-0.370605	0.23971882	-0.19909328	0.033068784	-0.21716525	0.03564603	-0.44806927	0.35461664	-0.5832842	0.21787137
INTS7	chr1	211940399	212035557	212035492	212035542	-		-0.0017449401	0.03440686	0.17486465	0.25361145	-0.035198476	0.3939074	3.1471002	3.1046386	0.10540785	1.6610489	16.694296	11.75233	-0.22107843	0.09964389	-0.14010173	0.28645095	0.80300266	1.4102591	-0.4319246	0.41744372	0.052962363	0.8937845	0.21034747	0.50058264	-0.29264328	0.45659715	-0.63899565	0.24321426
